freq,reason,deg_urb,sex,age,unit,geo\TIME_PERIOD	2021 	2022 	2023 	2024 	2025 
A,NOKNOW,DEG1,F,Y_GE16,PC,MK	0.0 b	0.0 	0.0 	: 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,MT	0.1 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,NL	0.1 	0.0 n	0.0 	0.2 	0.5 
A,NOKNOW,DEG1,F,Y_GE16,PC,NO	0.2 b	0.8 	1.0 	1.3 	0.6 
A,NOKNOW,DEG1,F,Y_GE16,PC,PL	0.1 	0.1 	0.1 	0.2 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,PT	0.0 n	0.1 	0.0 	0.0 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,RO	0.3 	0.2 	0.1 	0.0 n	0.1 
A,NOKNOW,DEG1,F,Y_GE16,PC,RS	0.0 	0.0 	0.0 	0.1 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,SE	0.0 n	0.1 	0.4 	0.4 	0.5 
A,NOKNOW,DEG1,F,Y_GE16,PC,SI	0.7 	0.0 	0.5 	0.1 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,SK	0.0 n	0.0 n	0.1 	0.0 n	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,AL	0.0 n	0.0 n	: 	: 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,AT	0.0 	0.0 n	0.1 	0.2 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,BE	0.0 	0.0 	0.1 	0.0 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,BG	0.1 	0.3 	0.1 	0.1 	0.3 
A,NOKNOW,DEG1,M,Y_GE16,PC,CH	0.0 	0.0 	0.0 n	0.0 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,CZ	0.2 	0.1 	0.2 	0.2 	0.1 
A,NOKNOW,DEG1,M,Y_GE16,PC,DE	0.1 	0.0 n	0.0 n	0.0 n	0.1 
A,NOKNOW,DEG1,M,Y_GE16,PC,DK	0.1 	0.3 	0.5 	0.9 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,EE	0.6 	0.2 	0.1 	0.3 	0.3 
A,NOKNOW,DEG1,M,Y_GE16,PC,EL	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,ES	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,FI	0.1 	0.0 	0.0 n	0.1 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,FR	0.0 n	0.0 b	0.1 	0.2 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,HR	0.1 	0.0 	0.0 b	0.0 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,HU	0.0 n	0.2 	0.0 	0.1 	0.1 
A,NOKNOW,DEG1,M,Y_GE16,PC,IE	0.0 	0.1 	0.0 	0.0 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,IT	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,LT	0.1 	0.1 	0.0 n	0.3 p	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,LU	0.1 b	0.3 b	0.4 	0.1 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,LV	0.4 	0.1 	0.3 	0.3 	0.1 
A,NOKNOW,DEG1,M,Y_GE16,PC,MK	0.0 b	0.0 	0.0 	: 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,NL	0.0 n	0.3 	0.1 	0.0 n	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,NO	0.0 b	0.1 	0.7 	0.4 	0.9 
A,NOKNOW,DEG1,M,Y_GE16,PC,PL	0.0 n	0.1 	0.1 	0.1 	0.1 
A,NOKNOW,DEG1,M,Y_GE16,PC,PT	0.0 n	0.0 n	0.0 	0.0 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,RO	0.1 	0.2 	0.1 	0.0 	0.0 
A,NOKNOW,DEG1,M,Y_GE16,PC,RS	0.1 	0.0 	0.4 	0.3 	: 
A,NOKNOW,DEG1,M,Y_GE16,PC,SE	0.2 	0.7 	0.1 	0.5 	0.3 
A,NOKNOW,DEG1,M,Y_GE16,PC,SI	0.1 	0.3 	0.0 	0.0 n	0.5 
A,NOKNOW,DEG1,M,Y_GE16,PC,SK	0.3 	0.1 	0.1 	0.0 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,AL	0.4 	0.5 	: 	: 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,AT	0.0 	0.0 	0.0 	0.2 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,BE	0.0 n	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,BG	0.0 n	0.1 	0.0 n	0.0 	0.2 
A,NOKNOW,DEG2,F,Y_GE16,PC,CH	0.1 	0.0 n	0.1 	0.0 n	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,CZ	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,DE	0.0 n	0.1 	0.0 n	0.1 	0.1 
A,NOKNOW,DEG2,F,Y_GE16,PC,DK	0.4 	0.2 	0.4 	0.4 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,EE	0.1 	0.1 	0.4 	0.0 	0.2 
A,NOKNOW,DEG2,F,Y_GE16,PC,EL	0.0 	0.0 	0.1 	0.1 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,ES	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,FI	0.0 	0.0 n	0.0 n	0.0 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,FR	0.0 n	0.1 b	0.1 	0.2 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,HR	0.0 	0.0 n	0.0 b	0.0 n	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,HU	0.2 	0.0 n	0.0 	0.0 n	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,IT	0.0 	0.0 	0.0 n	0.2 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,LT	0.2 	0.0 	0.2 	0.0 p	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,LU	0.1 b	0.2 b	0.1 	0.1 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,LV	0.3 	0.7 	0.2 	0.5 	0.1 
A,NOKNOW,DEG2,F,Y_GE16,PC,MK	0.2 b	0.0 n	0.4 	: 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,NL	0.0 	0.0 	0.0 n	0.1 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,NO	0.4 b	0.8 	0.6 	1.3 	0.8 
A,NOKNOW,DEG2,F,Y_GE16,PC,PL	0.1 	0.0 n	0.0 n	0.2 	0.1 
A,NOKNOW,DEG2,F,Y_GE16,PC,PT	0.0 n	0.0 n	0.0 n	0.1 	0.0 
A,NOKNOW,DEG2,F,Y_GE16,PC,RO	0.1 	0.1 	0.1 	0.1 	0.1 
A,NOKNOW,DEG2,F,Y_GE16,PC,RS	0.1 	0.0 	0.3 	0.0 	: 
A,NOKNOW,DEG2,F,Y_GE16,PC,SE	0.0 	0.3 	0.0 n	0.1 	0.5 
A,NOKNOW,DEG2,F,Y_GE16,PC,SI	0.0 n	0.0 	0.4 	0.0 	0.1 
A,NOKNOW,DEG2,F,Y_GE16,PC,SK	0.2 	0.7 	0.5 	0.1 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,AL	0.4 	0.4 	: 	: 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,AT	0.0 	0.0 n	0.0 	0.1 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,BE	0.1 	0.0 n	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,BG	0.1 	0.0 	0.0 n	0.0 	0.1 
A,NOKNOW,DEG2,M,Y_GE16,PC,CH	0.0 	0.0 	0.0 n	0.1 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,CZ	0.1 	0.0 	0.1 	0.0 n	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,DE	0.0 n	0.0 n	0.0 n	0.1 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,DK	0.4 	0.5 	0.5 	0.7 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,EE	0.2 	0.3 	0.6 	0.1 	0.7 
A,NOKNOW,DEG2,M,Y_GE16,PC,EL	0.0 	0.0 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,ES	0.1 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,FI	0.0 	0.0 	0.0 	0.2 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,FR	0.0 	0.1 b	0.1 	0.2 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,HR	0.1 	0.1 	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,HU	0.0 	0.1 	0.2 	0.1 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,IT	0.0 n	0.0 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,LT	0.2 	0.0 	0.0 	0.0 p	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,LU	0.1 b	0.0 n	0.1 	0.3 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,LV	0.2 	0.8 	0.4 	0.2 	0.1 
A,NOKNOW,DEG2,M,Y_GE16,PC,MK	0.1 b	0.0 n	0.2 	: 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 n	0.0 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,NL	0.1 	0.2 	0.2 	0.0 n	0.3 
A,NOKNOW,DEG2,M,Y_GE16,PC,NO	0.3 b	0.2 	0.2 	0.6 	0.5 
A,NOKNOW,DEG2,M,Y_GE16,PC,PL	0.0 n	0.0 n	0.0 	0.1 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,PT	0.0 	0.0 n	0.0 	0.0 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,RO	0.1 	0.1 	0.1 	0.0 n	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,RS	0.0 	0.0 	0.2 	0.1 	: 
A,NOKNOW,DEG2,M,Y_GE16,PC,SE	0.2 	0.1 	0.1 	0.4 	0.2 
A,NOKNOW,DEG2,M,Y_GE16,PC,SI	0.0 	0.0 	0.2 	0.1 	0.0 
A,NOKNOW,DEG2,M,Y_GE16,PC,SK	0.8 	0.7 	0.9 	0.1 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,AL	0.1 	0.1 	: 	: 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,AT	0.0 	0.0 n	0.0 	0.0 n	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,BE	0.0 	0.0 	0.1 	0.1 	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,BG	0.1 	0.0 n	0.1 	0.1 	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,CH	0.2 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,CZ	0.0 	0.0 	0.1 	0.0 n	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,DE	0.0 	0.0 	0.0 e	0.1 	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,DK	0.2 	0.4 	0.3 	0.3 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,EE	0.2 	0.1 	0.4 	0.1 	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,EL	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,ES	0.0 n	0.0 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,FI	0.0 	0.1 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,FR	0.0 n	0.1 b	0.1 	0.2 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,HR	0.0 	0.0 n	0.0 b	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,HU	0.0 n	0.0 	0.1 	0.0 	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 n	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,IT	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,LT	0.2 	0.0 	0.1 	0.0 n	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,LU	0.0 n	1.4 b	0.2 	0.1 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,LV	0.2 	0.2 	0.7 	0.3 	0.3 
A,NOKNOW,DEG3,F,Y_GE16,PC,MK	0.0 n	0.1 	0.2 	: 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,NL	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,NO	0.3 b	1.0 	0.9 	0.4 	0.5 
A,NOKNOW,DEG3,F,Y_GE16,PC,PL	0.0 n	0.0 n	0.0 n	0.0 n	0.1 
A,NOKNOW,DEG3,F,Y_GE16,PC,PT	0.0 	0.0 n	0.0 n	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,RO	0.1 	0.2 	0.1 	0.1 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,RS	0.0 	0.0 	0.2 	0.1 	: 
A,NOKNOW,DEG3,F,Y_GE16,PC,SE	0.1 	0.4 	0.3 	0.7 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,SI	0.0 	0.1 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG3,F,Y_GE16,PC,SK	0.4 	0.2 	0.6 	0.1 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,AL	0.1 	0.0 n	: 	: 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,AT	0.0 	0.0 	0.1 	0.0 n	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,BE	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,BG	0.1 	0.0 n	0.2 	0.0 n	0.1 
A,NOKNOW,DEG3,M,Y_GE16,PC,CH	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,CZ	0.0 n	0.0 	0.0 	0.0 n	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,DE	0.0 	0.0 n	0.0 e	0.1 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,DK	0.3 	0.3 	0.5 	0.1 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,EE	0.1 	0.2 	0.5 	0.1 	0.2 
A,NOKNOW,DEG3,M,Y_GE16,PC,EL	0.0 	0.0 	0.0 	0.0 n	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,ES	0.0 	0.0 n	0.0 n	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,FI	0.0 	0.0 	0.0 	0.2 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,FR	0.0 n	0.1 b	0.1 	0.1 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,HR	0.1 	0.1 	0.0 n	0.0 n	0.1 
A,NOKNOW,DEG3,M,Y_GE16,PC,HU	0.0 n	0.0 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 n	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,IT	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,LT	0.2 	0.0 	0.1 	0.1 p	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,LU	0.0 n	0.4 b	0.0 n	0.1 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,LV	0.3 	0.2 	0.2 	0.2 	0.1 
A,NOKNOW,DEG3,M,Y_GE16,PC,MK	0.2 b	0.1 	0.4 	: 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,NL	0.0 	0.1 	0.0 	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,NO	0.4 b	0.9 	0.1 	0.5 	0.4 
A,NOKNOW,DEG3,M,Y_GE16,PC,PL	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,PT	0.0 	0.0 	0.1 	0.0 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,RO	0.0 n	0.1 	0.2 	0.1 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,RS	0.0 	0.1 	0.1 	0.0 	: 
A,NOKNOW,DEG3,M,Y_GE16,PC,SE	0.4 	0.2 	0.1 	0.3 	0.4 
A,NOKNOW,DEG3,M,Y_GE16,PC,SI	0.0 	0.0 n	0.1 	0.2 	0.0 
A,NOKNOW,DEG3,M,Y_GE16,PC,SK	0.6 	0.2 	0.6 	0.0 n	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,AL	0.1 	0.2 	: 	: 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,AT	0.0 n	0.0 n	0.0 	0.1 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,BE	0.0 n	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,BG	0.2 	0.1 	0.2 	0.1 	0.2 
A,NOKNOW,TOTAL,F,Y_GE16,PC,CH	0.1 	0.0 n	0.1 	0.0 n	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,CZ	0.0 n	0.0 n	0.0 n	0.0 n	0.1 
A,NOKNOW,TOTAL,F,Y_GE16,PC,DE	0.0 n	0.0 n	0.0 n	0.1 	0.1 
A,NOKNOW,TOTAL,F,Y_GE16,PC,DK	0.3 	0.3 	0.3 	0.4 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,EE	0.2 	0.3 	0.3 	0.2 	0.3 
A,NOKNOW,TOTAL,F,Y_GE16,PC,EL	0.0 	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,ES	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,FI	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,FR	0.0 n	0.1 b	0.1 	0.2 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,HR	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,HU	0.1 	0.0 n	0.0 n	0.0 n	0.2 
A,NOKNOW,TOTAL,F,Y_GE16,PC,IE	0.0 	0.0 	0.0 n	0.0 n	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,IT	0.0 n	0.0 	0.0 n	0.1 	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,LT	0.2 	0.0 n	0.1 	0.1 p	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,LU	0.1 b	0.7 b	0.2 	0.1 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,LV	0.2 	0.3 	0.4 	0.4 	0.2 
A,NOKNOW,TOTAL,F,Y_GE16,PC,MK	0.1 b	0.0 n	0.2 	: 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,MT	0.1 	0.0 	0.0 	0.0 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,NL	0.1 	0.0 n	0.0 n	0.1 	0.3 
A,NOKNOW,TOTAL,F,Y_GE16,PC,NO	0.3 b	0.9 	0.8 	1.1 	0.7 
A,NOKNOW,TOTAL,F,Y_GE16,PC,PL	0.0 n	0.0 n	0.0 n	0.1 	0.1 
A,NOKNOW,TOTAL,F,Y_GE16,PC,PT	0.0 n	0.1 	0.0 n	0.0 	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,RO	0.2 	0.1 	0.1 	0.1 	0.0 
A,NOKNOW,TOTAL,F,Y_GE16,PC,RS	0.0 	0.0 	0.1 	0.1 	: 
A,NOKNOW,TOTAL,F,Y_GE16,PC,SE	0.0 n	0.2 	0.2 	0.4 	0.4 
A,NOKNOW,TOTAL,F,Y_GE16,PC,SI	0.2 	0.0 n	0.2 	0.0 n	0.1 
A,NOKNOW,TOTAL,F,Y_GE16,PC,SK	0.3 	0.3 	0.5 	0.1 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,AL	0.2 	0.1 	: 	: 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,AT	0.0 	0.0 n	0.1 	0.1 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,BE	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,BG	0.1 	0.1 	0.1 	0.0 n	0.2 
A,NOKNOW,TOTAL,M,Y_GE16,PC,CH	0.0 	0.0 	0.0 n	0.0 n	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,CZ	0.1 	0.0 n	0.1 	0.1 	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,DE	0.0 n	0.0 n	0.0 n	0.0 n	0.1 
A,NOKNOW,TOTAL,M,Y_GE16,PC,DK	0.3 	0.3 	0.5 	0.6 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,EE	0.3 	0.2 	0.4 	0.2 	0.3 
A,NOKNOW,TOTAL,M,Y_GE16,PC,EL	0.0 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,ES	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,FI	0.0 n	0.0 	0.0 n	0.2 	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,FR	0.0 n	0.0 n	0.1 	0.2 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,HR	0.1 	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,HU	0.0 n	0.1 	0.1 	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,IE	0.0 	0.0 n	0.0 	0.0 n	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,IT	0.0 n	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,LT	0.2 	0.0 n	0.0 n	0.1 p	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,LU	0.1 b	0.2 b	0.1 	0.2 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,LV	0.3 	0.3 	0.3 	0.3 	0.1 
A,NOKNOW,TOTAL,M,Y_GE16,PC,MK	0.1 b	0.0 n	0.2 	: 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,MT	0.0 	0.0 	0.0 n	0.0 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,NL	0.0 n	0.2 	0.1 	0.0 n	0.1 
A,NOKNOW,TOTAL,M,Y_GE16,PC,NO	0.2 b	0.4 	0.3 	0.5 	0.6 
A,NOKNOW,TOTAL,M,Y_GE16,PC,PL	0.0 n	0.1 	0.1 	0.1 	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,PT	0.0 n	0.0 n	0.0 n	0.0 	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,RO	0.0 n	0.1 	0.1 	0.0 n	0.0 
A,NOKNOW,TOTAL,M,Y_GE16,PC,RS	0.1 	0.1 	0.2 	0.2 	: 
A,NOKNOW,TOTAL,M,Y_GE16,PC,SE	0.2 	0.3 	0.1 	0.4 	0.3 
A,NOKNOW,TOTAL,M,Y_GE16,PC,SI	0.0 n	0.1 	0.1 	0.1 	0.1 
A,NOKNOW,TOTAL,M,Y_GE16,PC,SK	0.6 	0.3 	0.6 	0.1 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,AL	1.6 	1.3 	: 	: 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,AT	0.0 n	0.3 	0.1 	0.5 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,BE	0.0 	0.1 	0.1 	0.2 	0.3 
A,NOTIME,DEG1,F,Y_GE16,PC,BG	0.2 	0.1 	0.4 	0.3 	0.6 
A,NOTIME,DEG1,F,Y_GE16,PC,CH	0.2 	0.3 	1.0 	0.4 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 n	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,CZ	0.2 	0.2 	0.3 	0.2 	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,DE	0.1 	0.1 	0.1 e	0.1 	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,DK	0.7 	1.8 	1.5 	2.2 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,EE	0.1 	0.4 	0.2 	0.4 	0.3 
A,NOTIME,DEG1,F,Y_GE16,PC,EL	0.1 	0.1 	0.7 	0.8 	0.4 
A,NOTIME,DEG1,F,Y_GE16,PC,ES	0.0 n	0.2 	0.3 	0.1 	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,FI	0.1 	0.0 n	0.2 	0.2 	0.0 
A,NOTIME,DEG1,F,Y_GE16,PC,FR	0.7 	1.0 b	1.1 	1.5 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,HR	0.3 	0.7 	0.5 b	0.4 	1.0 
A,NOTIME,DEG1,F,Y_GE16,PC,HU	0.3 	0.7 	0.2 	0.3 	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.0 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,IT	0.0 n	0.0 n	0.1 	0.0 n	0.1 
A,NOTIME,DEG1,F,Y_GE16,PC,LT	0.0 n	0.1 	0.1 	0.0 p	: 
A,NOTIME,DEG1,F,Y_GE16,PC,LU	0.0 n	0.4 b	0.0 	0.2 	: 
A,NOTIME,DEG1,F,Y_GE16,PC,LV	0.4 	0.4 	0.6 	0.5 	0.5 
